location,source,translation
GRTHALL.PAK\GRTHALL.EMC,"Hmm.  These doors look important, but they're locked!",
GRTHALL.PAK\GRTHALL.EMC,The great hall,
SORROW.PAK\SORROW.EMC,,
SORROW.PAK\SORROW.EMC,Where are these tears coming from?,
SORROW.PAK\SORROW.EMC,Is this whole pool filled with tears?,
SORROW.PAK\SORROW.EMC,"Sort of disgusting, actually.",
SORROW.PAK\SORROW.EMC,I wouldn't drink it on a bet.,
SORROW.PAK\SORROW.EMC,I bet I can catch a teardrop!,
SORROW.PAK\SORROW.EMC,Can I catch another one?,
SORROW.PAK\SORROW.EMC,RAINDROP.WSA,
SORROW.PAK\SORROW.EMC,Got one!,
SORROW.PAK\SORROW.EMC,That water must be salty!,
SORROW.PAK\SORROW.EMC,Nothing sinks!,
SORROW.PAK\SORROW.EMC,Pool of Sorrow,
FSOUTHB.PAK\FSOUTHB.EMC,,
FSOUTHB.PAK\FSOUTHB.EMC,Dark forest,
CHASM.PAK\CHASM.EMC,,
CHASM.PAK\CHASM.EMC,There must be a way to get across.,
CHASM.PAK\CHASM.EMC,I can't get across in my present form.,
CHASM.PAK\CHASM.EMC,I can't get back across in my present form.,
DEAD.PAK\DEAD.EMC,,
DEAD.PAK\DEAD.EMC,PLANT.WSA,
DEAD.PAK\DEAD.EMC,PLANT2.WSA,
DEAD.PAK\DEAD.EMC,I wonder what sort of fertilizer would be best?,
DEAD.PAK\DEAD.EMC,"Hey, something's happening!",
DEAD.PAK\DEAD.EMC,"Wow, did I do this?",
DEAD.PAK\DEAD.EMC,Good morning.,
DEAD.PAK\DEAD.EMC,Hello.,
DEAD.PAK\DEAD.EMC,Are you a nut tree or what?,
DEAD.PAK\DEAD.EMC,If you must know...,
DEAD.PAK\DEAD.EMC,...I am a Pseudobushia hugiflora!,
DEAD.PAK\DEAD.EMC,You don't happen to have any manure...,
DEAD.PAK\DEAD.EMC,...or a couple of old fish?,
DEAD.PAK\DEAD.EMC,...I'm ravenous!,
DEAD.PAK\DEAD.EMC,Sorry.,
DEAD.PAK\DEAD.EMC,That's okay.,
DEAD.PAK\DEAD.EMC,I'll get my roots going...,
DEAD.PAK\DEAD.EMC,"Hey roots, wake up!",
DEAD.PAK\DEAD.EMC,Time to go to work!,
DEAD.PAK\DEAD.EMC,I'm starving up here!,
DEAD.PAK\DEAD.EMC,Aren't you going to give me something?,
DEAD.PAK\DEAD.EMC,According to the PSEUDOBUSHIA manual...,
DEAD.PAK\DEAD.EMC,...I am instructed to:,
DEAD.PAK\DEAD.EMC,"Thank you for ""Restoring Life to the Deadwood Glade""...",
DEAD.PAK\DEAD.EMC,"...and to ""express our Appreciation""...",
DEAD.PAK\DEAD.EMC,"...and so forth, and so on...",
DEAD.PAK\DEAD.EMC,"...and ""In Token of which"", I dust you now.",
DEAD.PAK\DEAD.EMC,-cough-,
DEAD.PAK\DEAD.EMC,-cough-,
DEAD.PAK\DEAD.EMC,You got it in my nose!,
DEAD.PAK\DEAD.EMC,I feel different!,
DEAD.PAK\DEAD.EMC,"Am I stronger now, or what?",
DEAD.PAK\DEAD.EMC,I suppose that's up to you.,
DEAD.PAK\DEAD.EMC,"I've done my part, so if you don't mind...",
DEAD.PAK\DEAD.EMC,I'll get back to my own problems.,
DEAD.PAK\DEAD.EMC,"Come on, Roots!",
DEAD.PAK\DEAD.EMC,Let's get going...,
DEAD.PAK\DEAD.EMC,Wow!,
DEAD.PAK\DEAD.EMC,Did I do that?,
DEAD.PAK\DEAD.EMC,I hope this is right.,
DEAD.PAK\DEAD.EMC,Doesn't look like a promising spot to start a new garden..,
DEAD.PAK\DEAD.EMC,Should I soak these seeds overnight before planting?,
DEAD.PAK\DEAD.EMC,Here goes...,
DEAD.PAK\DEAD.EMC,I already planted a pinecone.,
DEAD.PAK\DEAD.EMC,I already planted an acorn.,
DEAD.PAK\DEAD.EMC,I already planted a walnut.,
DEAD.PAK\DEAD.EMC,Looks deep!,
DEAD.PAK\DEAD.EMC,It has to be as big as a dog!,
DEAD.PAK\DEAD.EMC,"I know there are seeds in here, but I want to eat it.",
DEAD.PAK\DEAD.EMC,"This is garbage, not horticulture.",
DEAD.PAK\DEAD.EMC,I'd better not drop it in the hole.,
DEAD.PAK\DEAD.EMC,"It may come in handy, later.",
DEAD.PAK\DEAD.EMC,Good luck Mr. Bush.,
DEAD.PAK\DEAD.EMC,I think you'll need it in THIS neighborhood.,
DEAD.PAK\DEAD.EMC,Deadwood Glade,
STARTUP.PAK\_STARTUP.EMC,,
UPSTAIR.PAK\UPSTAIR.EMC,,
UPSTAIR.PAK\UPSTAIR.EMC,That doesn't look like fun!,
UPSTAIR.PAK\UPSTAIR.EMC,A grand balcony,
ENTER.PAK\ENTER.EMC,,
ENTER.PAK\ENTER.EMC,A natural mineral pool,
ZROCK.PAK\ZROCK.EMC,,
ZROCK.PAK\ZROCK.EMC,Where have all the seals gone?,
ZROCK.PAK\ZROCK.EMC,I'd rather be fishing I suppose.,
ZROCK.PAK\ZROCK.EMC,That surf looks rough today!,
EDGEB.PAK\EDGEB.EMC,,
EDGEB.PAK\EDGEB.EMC,A rocky wall,
FORESTA.PAK\FORESTA.EMC,,
FORESTA.PAK\FORESTA.EMC,CHALICE1.WSA,
FORESTA.PAK\FORESTA.EMC,CHALICE2.WSA,
FORESTA.PAK\FORESTA.EMC,It's stuck.,
FORESTA.PAK\FORESTA.EMC,That's spooky!,
FORESTA.PAK\FORESTA.EMC,What holds it there?,
FORESTA.PAK\FORESTA.EMC,Dark forest,
FORESTA.PAK\FORESTA.EMC,What's the Royal Chalice doing here?,
FORESTA.PAK\FORESTA.EMC,Something strange is happening here!,
FORESTA.PAK\FORESTA.EMC,I think I'm getting a rash.,
FORESTA.PAK\FORESTA.EMC,I'd swear some of these trees look just like the ones in our backyard!,
FORESTA.PAK\FORESTA.EMC,I'll try it on the chalice.,
FORESTA.PAK\FORESTA.EMC,STEAL1.WSA,
FORESTA.PAK\FORESTA.EMC,Hey!,
FORESTA.PAK\FORESTA.EMC,Bring that back!,
FORESTA.PAK\FORESTA.EMC,Aaugh...,
FORESTA.PAK\FORESTA.EMC,Great...,
GEN_CAV.PAK\GEN_CAV.EMC,,
GEN_CAV.PAK\GEN_CAV.EMC,Fireberries...,
GEN_CAV.PAK\GEN_CAV.EMC,Maybe these will help me find my way in the dark.,
GEN_CAV.PAK\GEN_CAV.EMC,A fireberry bush,
GEN_CAV.PAK\GEN_CAV.EMC,"A dark, mysterious cavern",
GEN_CAV.PAK\GEN_CAV.EMC,I can't see a thing in here!,
GEN_CAV.PAK\GEN_CAV.EMC,EYES.WSA,
GEN_CAV.PAK\GEN_CAV.EMC,Uh oh...,
GEN_CAV.PAK\GEN_CAV.EMC,Hello?,
XEDGEB.PAK\XEDGEB.EMC,,
XEDGEB.PAK\XEDGEB.EMC,A rocky outcropping,
CAVE.PAK\CAVE.EMC,,
CAVE.PAK\CAVE.EMC,A cavernous entrance,
